 2015-04-14 12:53:11.227, 3, 1, SP2S1, start 
 2015-04-14 12:53:16.229, 3,1,SP2S1 , end, 0
 2015-04-14 12:53:21.230, 3, 2, SP2S1, start 
 2015-04-14 13:00:50.491, 3,2,SP2S1 , end, -180
 2015-04-14 13:00:55.494, 3, 3, SP2S1, start 
 2015-04-14 16:10:55.123, 0, 0, SP3S1, start 
 2015-04-14 16:13:24.883, 0,0,SP3S1 , end, 0
 2015-04-14 16:13:43.440, 1, 0, null, start 
 2015-04-14 16:15:53.933, 1,0,null , end, 20
 2015-04-14 16:15:54.252, 1, 1, null, start 
 2015-04-14 16:15:58.935, 1,1,null , end, 0
 2015-04-14 16:15:59.254, 1, 2, null, start 
 2015-04-14 16:16:04.255, 1,2,null , end, 0
 2015-04-14 16:16:09.256, 1, 3, null, start 
 2015-04-14 16:21:12.670, 1,3,null , end, 0
 2015-04-14 16:21:12.966, 1,3,null , end, 0
 2015-04-14 16:21:13.079, 1,3,null , end, 0
 2015-04-14 16:21:36.571, 4, 0, SP3S1, start 
 2015-04-14 16:23:08.185, 4,0,SP3S1 , end, 180
 2015-04-14 16:23:08.543, 4, 1, SP3S1, start 
 2015-04-14 16:23:13.188, 4,1,SP3S1 , end, 0
 2015-04-14 16:23:13.544, 4, 2, SP3S1, start 
 2015-04-14 16:23:18.545, 4,2,SP3S1 , end, 0
 2015-04-14 16:23:23.546, 4, 3, SP3S1, start 
 2015-04-14 16:25:30.690, 4,3,SP3S1 , end, 0
 2015-04-14 16:25:31.050, 4,3,SP3S1 , end, 0
 2015-04-14 16:25:31.147, 4,3,SP3S1 , end, 0
 2015-04-14 16:27:56.078, 2, 0, SP3S1, start 
 2015-04-14 16:30:55.343, 2,0,SP3S1 , end, 170
 2015-04-14 16:30:55.661, 2, 1, SP3S1, start 
 2015-04-14 16:31:00.346, 2,1,SP3S1 , end, 0
 2015-04-14 16:31:00.661, 2, 2, SP3S1, start 
 2015-04-14 16:31:05.661, 2,2,SP3S1 , end, 0
 2015-04-14 16:31:10.663, 2, 3, SP3S1, start 
 2015-04-14 16:33:50.115, 2,3,SP3S1 , end, 0
 2015-04-14 16:33:50.477, 2,3,SP3S1 , end, 0
 2015-04-14 16:33:50.480, 2,3,SP3S1 , end, 0
 2015-04-14 16:34:17.641, 5, 0, SP3S1, start 
 2015-04-14 16:35:58.273, 5,0,SP3S1 , end, 230
 2015-04-14 16:35:58.692, 5, 1, SP3S1, start 
 2015-04-14 16:36:03.692, 5,1,SP3S1 , end, 0
 2015-04-14 16:36:08.694, 5, 2, SP3S1, start 
 2015-04-14 16:38:06.699, 3, 0, SP3S1, start 
 2015-04-14 16:39:46.354, 3,0,SP3S1 , end, 180
 2015-04-14 16:39:46.726, 3, 1, SP3S1, start 
 2015-04-14 16:39:51.356, 3,1,SP3S1 , end, 0
 2015-04-14 16:39:51.728, 3, 2, SP3S1, start 
 2015-04-14 16:39:56.728, 3,2,SP3S1 , end, 0
 2015-04-14 16:40:01.730, 3, 3, SP3S1, start 
 2015-04-14 16:44:38.261, 3,3,SP3S1 , end, 0
 2015-04-14 16:44:38.577, 3,3,SP3S1 , end, 0
 2015-04-14 16:44:38.688, 3,3,SP3S1 , end, 0
 2015-04-14 16:45:02.931, 6, 0, SP3S1, start 
 2015-04-14 16:46:36.096, 6,0,SP3S1 , end, 220
 2015-04-14 16:46:36.435, 6, 1, SP3S1, start 
 2015-04-14 16:46:41.097, 6,1,SP3S1 , end, 0
 2015-04-14 16:46:41.437, 6, 2, SP3S1, start 
 2015-04-14 16:46:46.438, 6,2,SP3S1 , end, 0
 2015-04-14 16:46:51.439, 6, 3, SP3S1, start 
 2015-04-14 16:49:18.541, 6,3,SP3S1 , end, 0
 2015-04-14 16:49:18.872, 6,3,SP3S1 , end, 0
 2015-04-14 16:49:18.936, 6,3,SP3S1 , end, 0
 2015-04-14 17:09:18.384, 1, 0, TestJerry, start 
 2015-04-14 17:11:39.778, 1,0,TestJerry , end, 10
 2015-04-14 17:11:40.192, 1, 1, TestJerry, start 
 2015-04-14 17:11:45.196, 1,1,TestJerry , end, 0
 2015-04-14 17:11:50.197, 1, 2, TestJerry, start 
 2015-04-14 17:20:26.933, 1, 0, ZZZ, start 
 2015-04-14 17:22:23.624, 1,0,ZZZ , end, 250
 2015-04-14 17:23:08.675, 1, 1, ZZZ, start 
 2015-04-14 17:25:35.082, 1,1,ZZZ , end, 0
 2015-04-14 17:26:28.472, 1, 2, ZZZ, start 
 2015-04-14 17:28:38.636, 1, 0, TestJerry, start 
 2015-04-14 17:31:04.603, 1,0,TestJerry , end, 180
 2015-04-14 17:31:34.338, 1, 1, TestJerry, start 
 2015-04-14 17:41:22.547, 1, 0, ZZZ, start 
 2015-04-14 17:42:41.623, 1,0,ZZZ , end, 250
 2015-04-14 17:42:46.624, 1, 1, ZZZ, start 
 2015-04-14 17:43:41.225, 1,1,ZZZ , end, 260
 2015-04-14 17:43:46.227, 1, 2, ZZZ, start 
 2015-04-14 17:46:27.569, 1,2,ZZZ , end, 10
 2015-04-14 17:46:32.571, 1, 3, ZZZ, start 
 2015-04-14 17:48:44.323, 1,3,ZZZ , FINISHED TRIAL, 0
 2015-04-16 10:08:22.236, 0, 0, SP4S1, start 
 2015-04-16 10:11:18.487, 3, 0, null, start 
 2015-04-16 10:15:07.017, 3,0,null , end, -170
 2015-04-16 10:15:07.580, 3, 1, null, start 
 2015-04-16 10:15:12.583, 3,1,null , end, 0
 2015-04-16 10:15:17.587, 3, 2, null, start 
 2015-04-16 10:22:12.647, 3,2,null , end, -610
 2015-04-16 10:22:13.133, 3, 3, null, start 
 2015-04-16 10:22:18.135, 3,3,null , FINISHED TRIAL, 0
 2015-04-16 10:22:52.016, 4, 0, null, start 
 2015-04-16 10:23:26.093, 6, 0, SP4S1, start 
 2015-04-16 10:27:05.596, 6,0,SP4S1 , end, -140
 2015-04-16 10:27:06.047, 6, 1, SP4S1, start 
 2015-04-16 10:27:11.049, 6,1,SP4S1 , end, 0
 2015-04-16 10:27:16.052, 6, 2, SP4S1, start 
 2015-04-16 10:34:13.384, 6,2,SP4S1 , end, -530
 2015-04-16 10:34:13.840, 6, 3, SP4S1, start 
 2015-04-16 10:34:18.842, 6,3,SP4S1 , FINISHED TRIAL, 0
 2015-04-16 10:37:44.046, 1, 0, SP4S1, start 
 2015-04-16 10:42:07.629, 1,0,SP4S1 , end, -140
 2015-04-16 10:42:07.865, 1, 1, SP4S1, start 
 2015-04-16 10:42:12.866, 1,1,SP4S1 , end, 0
 2015-04-16 10:42:17.867, 1, 2, SP4S1, start 
 2015-04-16 10:45:59.057, 1,2,SP4S1 , end, 30
 2015-04-16 10:46:04.059, 1, 3, SP4S1, start 
 2015-04-16 10:53:09.935, 1,3,SP4S1 , FINISHED TRIAL, 0
 2015-04-16 10:53:10.363, 1,3,SP4S1 , FINISHED TRIAL, 0
 2015-04-16 10:53:10.413, 1,3,SP4S1 , FINISHED TRIAL, 0
 2015-04-16 10:54:18.089, 2, 0, null, start 
 2015-04-16 10:57:07.410, 2,0,null , end, 110
 2015-04-16 10:57:07.751, 2, 1, null, start 
 2015-04-16 10:57:12.411, 2,1,null , end, 0
 2015-04-16 10:57:12.757, 2, 2, null, start 
 2015-04-16 10:57:17.761, 2,2,null , end, 0
 2015-04-16 10:57:22.762, 2, 3, null, start 
 2015-04-16 10:59:40.899, 2,3,null , FINISHED TRIAL, 0
 2015-04-16 10:59:41.357, 2,3,null , FINISHED TRIAL, 0
 2015-04-16 10:59:41.372, 2,3,null , FINISHED TRIAL, 0
 2015-04-16 11:15:48.777, 0, 0, SP5S1, start 
 2015-04-16 11:18:50.802, 0,0,SP5S1 , FINISHED TRIAL, 0
 2015-04-16 11:18:51.272, 0,0,SP5S1 , FINISHED TRIAL, 0
 2015-04-16 11:18:51.273, 0,0,SP5S1 , FINISHED TRIAL, 0
 2015-04-16 11:19:09.738, 2, 0, null, start 
 2015-04-16 11:22:59.770, 2,0,null , end, -410
 2015-04-16 11:23:00.203, 2, 1, null, start 
 2015-04-16 11:23:04.774, 2,1,null , end, 0
 2015-04-16 11:23:05.212, 2, 2, null, start 
 2015-04-16 11:23:10.219, 2,2,null , end, 0
 2015-04-16 11:23:15.221, 2, 3, null, start 
 2015-04-16 11:29:07.159, 2,3,null , FINISHED TRIAL, 0
 2015-04-16 11:29:41.082, 5, 0, sp5s1, start 
 2015-04-16 11:31:16.341, 5,0,sp5s1 , end, -90
 2015-04-16 11:31:16.625, 5, 1, sp5s1, start 
 2015-04-16 11:31:21.342, 5,1,sp5s1 , end, 0
 2015-04-16 11:31:21.626, 5, 2, sp5s1, start 
 2015-04-16 11:31:26.631, 5,2,sp5s1 , end, 0
 2015-04-16 11:31:31.633, 5, 3, sp5s1, start 
 2015-04-16 11:35:58.606, 5,3,sp5s1 , FINISHED TRIAL, 0
 2015-04-16 11:35:59.106, 5,3,sp5s1 , FINISHED TRIAL, 0
 2015-04-16 11:36:56.906, 3, 0, SP5S1, start 
 2015-04-16 11:38:22.096, 3,0,SP5S1 , end, 90
 2015-04-16 11:38:22.501, 3, 1, SP5S1, start 
 2015-04-16 11:38:27.098, 3,1,SP5S1 , end, 0
 2015-04-16 11:38:27.503, 3, 2, SP5S1, start 
 2015-04-16 11:38:32.505, 3,2,SP5S1 , end, 0
 2015-04-16 11:38:37.507, 3, 3, SP5S1, start 
 2015-04-16 11:41:12.570, 3,3,SP5S1 , FINISHED TRIAL, 0
 2015-04-16 11:41:12.939, 3,3,SP5S1 , FINISHED TRIAL, 0
 2015-04-16 11:41:35.193, 6, 0, null, start 
 2015-04-16 11:44:10.582, 6,0,null , end, -240
 2015-04-16 11:44:10.955, 6, 1, null, start 
 2015-04-16 11:44:15.584, 6,1,null , end, 0
 2015-04-16 11:44:15.957, 6, 2, null, start 
 2015-04-16 11:44:20.959, 6,2,null , end, 0
 2015-04-16 11:44:25.960, 6, 3, null, start 
 2015-04-16 11:48:06.285, 6,3,null , FINISHED TRIAL, 0
 2015-04-16 11:48:06.745, 6,3,null , FINISHED TRIAL, 0
 2015-04-16 11:48:58.280, 1, 0, SP5S1, start 
 2015-04-16 11:51:19.813, 1,0,SP5S1 , end, -210
 2015-04-16 11:51:20.183, 1, 1, SP5S1, start 
 2015-04-16 11:51:24.815, 1,1,SP5S1 , end, 0
 2015-04-16 11:51:25.185, 1, 2, SP5S1, start 
 2015-04-16 11:51:30.187, 1,2,SP5S1 , end, 0
 2015-04-16 11:51:35.188, 1, 3, SP5S1, start 
 2015-04-16 11:55:48.908, 1,3,SP5S1 , FINISHED TRIAL, 0
 2015-04-16 11:55:49.332, 1,3,SP5S1 , FINISHED TRIAL, 0
 2015-04-16 13:50:16.597, 1, 0, TestJerry, start 
 2015-04-16 13:52:41.585, 1,0,TestJerry , end, 280
 2015-04-16 13:52:46.587, 1, 1, TestJerry, start 
 2015-04-16 13:54:56.851, 1,1,TestJerry , end, 270
 2015-04-16 13:55:01.853, 1, 2, TestJerry, start 
 2015-04-16 13:58:25.244, 1,2,TestJerry , end, 250
 2015-04-16 13:58:30.245, 1, 3, TestJerry, start 
 2015-04-16 14:01:13.941, 1,3,TestJerry , FINISHED TRIAL, 0
 2015-04-16 14:02:09.950, 1, 0, JerryTest, start 
 2015-04-16 14:04:13.582, 1,0,JerryTest , end, 290
 2015-04-16 14:04:14.058, 1, 1, JerryTest, start 
 2015-04-16 14:04:19.060, 1,1,JerryTest , end, 0
 2015-04-16 14:04:24.063, 1, 2, JerryTest, start 
 2015-04-16 14:09:04.586, 1, 0, JerryTest, start 
 2015-04-16 14:09:30.191, 1,0,JerryTest , end, 10
 2015-04-16 14:09:35.192, 1, 1, JerryTest, start 
 2015-04-16 14:10:21.053, 1,1,JerryTest , end, 40
 2015-04-16 14:10:26.055, 1, 2, JerryTest, start 
 2015-04-16 14:10:45.706, 1,2,JerryTest , end, 40
 2015-04-16 14:10:50.708, 1, 3, JerryTest, start 
 2015-04-16 14:11:12.708, 1,3,JerryTest , FINISHED TRIAL, 0
 2015-04-16 14:11:39.192, 1, 0, JerryTest, start 
 2015-04-16 14:12:10.104, 1,0,JerryTest , end, 40
 2015-04-16 14:12:15.105, 1, 1, JerryTest, start 
 2015-04-16 14:14:50.304, 2, 0, JerryTest, start 
 2015-04-16 14:15:19.896, 2,0,JerryTest , end, 40
 2015-04-16 14:15:24.897, 2, 1, JerryTest, start 
 2015-04-16 14:16:58.765, 3, 0, Jerry, start 
 2015-04-16 14:17:40.161, 3,0,Jerry , end, 40
 2015-04-16 14:17:45.163, 3, 1, Jerry, start 
 2015-04-16 14:21:08.739, 5, 0, Jerry, start 
 2015-04-16 14:22:56.870, 5,0,Jerry , end, 300
 2015-04-16 14:23:01.871, 5, 1, Jerry, start 
 2015-04-16 14:24:33.617, 1, 0, Jerry, start 
 2015-04-16 14:26:29.604, 1,0,Jerry , end, 290
 2015-04-16 14:26:34.606, 1, 1, Jerry, start 
 2015-04-16 14:27:49.734, 1,1,Jerry , end, 300
 2015-04-16 14:27:54.736, 1, 2, Jerry, start 
 2015-04-16 16:21:55.515, 1, 0, bbb, start 
 2015-04-16 16:25:36.523, 1, 0, bbb, start 
 2015-04-16 16:25:52.838, 1,0,bbb , end, 10
 2015-04-16 16:25:57.842, 1, 1, bbb, start 
 2015-04-16 16:26:20.344, 1,1,bbb , end, 0
 2015-04-16 16:26:25.349, 1, 2, bbb, start 
 2015-04-16 16:26:56.046, 1,2,bbb , end, -50
 2015-04-16 16:27:01.048, 1, 3, bbb, start 
 2015-04-16 16:28:16.847, 1,3,bbb , FINISHED TRIAL, 0
 2015-04-21 11:08:36.963, 0, 0, null, start 
 2015-04-21 11:10:46.605, 0,0,null , FINISHED TRIAL, 0
 2015-04-21 11:11:25.787, 1, 0, SP6S1, start 
 2015-04-21 11:13:04.049, 1,0,SP6S1 , end, 140
 2015-04-21 11:13:09.051, 1, 1, SP6S1, start 
 2015-04-21 11:14:27.822, 1,1,SP6S1 , end, 130
 2015-04-21 11:14:32.824, 1, 2, SP6S1, start 
 2015-04-21 11:18:36.254, 1,2,SP6S1 , end, -420
 2015-04-21 11:18:41.257, 1, 3, SP6S1, start 
 2015-04-21 11:22:55.150, 1,3,SP6S1 , FINISHED TRIAL, 0
 2015-04-21 11:23:37.823, 2, 0, SP6S1, start 
 2015-04-21 11:25:55.300, 2,0,SP6S1 , end, 280
 2015-04-21 11:26:00.302, 2, 1, SP6S1, start 
 2015-04-21 11:27:44.455, 2,1,SP6S1 , end, 240
 2015-04-21 11:27:49.457, 2, 2, SP6S1, start 
 2015-04-21 11:32:41.242, 2,2,SP6S1 , end, 10
 2015-04-21 11:32:46.243, 2, 3, SP6S1, start 
 2015-04-21 11:36:53.391, 2,3,SP6S1 , FINISHED TRIAL, 0
 2015-04-21 11:38:51.877, 3, 0, SP6S1, start 
 2015-04-21 11:40:53.347, 3,0,SP6S1 , end, 160
 2015-04-21 11:40:58.350, 3, 1, SP6S1, start 
 2015-04-21 11:43:34.651, 3,1,SP6S1 , end, 190
 2015-04-21 11:43:39.652, 3, 2, SP6S1, start 
 2015-04-21 11:48:02.537, 3,2,SP6S1 , end, 120
 2015-04-21 11:48:07.539, 3, 3, SP6S1, start 
 2015-04-21 11:51:50.589, 3,3,SP6S1 , FINISHED TRIAL, 0
 2015-04-21 17:07:41.463, 0, 0, SP7S1, start 
 2015-04-21 17:09:27.675, 0,0,SP7S1 , FINISHED TRIAL, 0
 2015-04-21 17:09:59.361, 2, 0, null, start 
 2015-04-21 17:12:10.452, 2,0,null , end, -80
 2015-04-21 17:12:15.455, 2, 1, null, start 
 2015-04-21 17:13:23.179, 2,1,null , end, 160
 2015-04-21 17:13:28.181, 2, 2, null, start 
 2015-04-21 17:16:43.691, 2,2,null , end, -680
 2015-04-21 17:16:48.692, 2, 3, null, start 
 2015-04-21 17:18:43.558, 2,3,null , FINISHED TRIAL, 0
 2015-04-21 17:22:05.887, 3, 0, SP7S1, start 
 2015-04-21 17:24:56.229, 3,0,SP7S1 , end, -160
 2015-04-21 17:25:01.230, 3, 1, SP7S1, start 
 2015-04-21 17:27:13.339, 3,1,SP7S1 , end, -180
 2015-04-21 17:27:18.341, 3, 2, SP7S1, start 
 2015-04-21 17:31:02.348, 3,2,SP7S1 , end, -430
 2015-04-21 17:31:07.351, 3, 3, SP7S1, start 
 2015-04-21 17:33:20.735, 3,3,SP7S1 , FINISHED TRIAL, 0
 2015-04-21 17:34:00.703, 1, 0, null, start 
 2015-04-21 17:35:27.977, 1,0,null , end, 0
 2015-04-21 17:35:32.978, 1, 1, null, start 
 2015-04-21 17:36:38.796, 1,1,null , end, 40
 2015-04-21 17:36:43.798, 1, 2, null, start 
 2015-04-21 17:40:16.677, 1,2,null , end, -560
 2015-04-21 17:40:21.679, 1, 3, null, start 
 2015-04-21 17:44:39.249, 1,3,null , FINISHED TRIAL, 0
 2015-04-30 11:02:53.348, 0, 0, null, start 
 2015-04-30 11:04:00.572, 0,0,null , FINISHED TRIAL, -190
 2015-04-30 11:04:22.017, 2, 0, null, start 
 2015-04-30 11:08:39.307, 2,0,null , end, -970
 2015-04-30 11:08:44.308, 2, 1, null, start 
 2015-04-30 11:10:25.285, 2,1,null , end, -10
 2015-04-30 11:10:30.289, 2, 2, null, start 
 2015-04-30 11:13:15.157, 2,2,null , end, -140
 2015-04-30 11:13:20.160, 2, 3, null, start 
 2015-04-30 11:17:38.783, 2,3,null , FINISHED TRIAL, -310
 2015-04-30 11:18:38.813, 3, 0, SP8S1, start 
 2015-04-30 11:21:11.765, 3,0,SP8S1 , end, 150
 2015-04-30 11:21:16.769, 3, 1, SP8S1, start 
 2015-04-30 11:23:46.153, 3,1,SP8S1 , end, 230
 2015-04-30 11:23:51.157, 3, 2, SP8S1, start 
 2015-04-30 11:31:46.563, 3,2,SP8S1 , end, -90
 2015-04-30 11:31:51.567, 3, 3, SP8S1, start 
 2015-04-30 11:35:41.984, 3,3,SP8S1 , FINISHED TRIAL, 10
 2015-04-30 11:38:53.423, 1, 0, null, start 
 2015-04-30 11:43:09.523, 1,0,null , end, 100
 2015-04-30 11:43:14.529, 1, 1, null, start 
 2015-04-30 11:45:19.474, 1,1,null , end, 190
 2015-04-30 11:45:24.475, 1, 2, null, start 
 2015-04-30 11:50:50.041, 1,2,null , end, -50
 2015-04-30 11:50:55.043, 1, 3, null, start 
 2015-04-30 11:56:53.313, 1,3,null , FINISHED TRIAL, -40
 2015-04-30 13:17:51.581, 0, 0, SP9S1, start 
 2015-04-30 13:20:24.287, 0,0,SP9S1 , FINISHED TRIAL, -150
 2015-04-30 13:20:45.230, 1, 0, null, start 
 2015-04-30 13:23:57.667, 1,0,null , end, 150
 2015-04-30 13:24:02.671, 1, 1, null, start 
 2015-04-30 13:25:50.055, 1,1,null , end, 140
 2015-04-30 13:25:55.058, 1, 2, null, start 
 2015-04-30 13:29:55.343, 1,2,null , end, 10
 2015-04-30 13:30:00.346, 1, 3, null, start 
 2015-04-30 13:37:26.184, 1,3,null , FINISHED TRIAL, -350
 2015-04-30 13:38:50.893, 2, 0, SP9S1, start 
 2015-04-30 13:40:49.121, 2,0,SP9S1 , end, 210
 2015-04-30 13:40:54.122, 2, 1, SP9S1, start 
 2015-04-30 13:42:09.438, 2,1,SP9S1 , end, 260
 2015-04-30 13:42:14.442, 2, 2, SP9S1, start 
 2015-04-30 13:44:13.912, 2,2,SP9S1 , end, 190
 2015-04-30 13:44:18.913, 2, 3, SP9S1, start 
 2015-04-30 13:46:14.087, 2,3,SP9S1 , FINISHED TRIAL, 160
 2015-04-30 13:46:58.089, 3, 0, SP9S1, start 
 2015-04-30 13:49:09.940, 3,0,SP9S1 , end, 190
 2015-04-30 13:49:14.941, 3, 1, SP9S1, start 
 2015-04-30 13:51:13.645, 3,1,SP9S1 , end, 160
 2015-04-30 13:51:18.650, 3, 2, SP9S1, start 
 2015-04-30 13:55:59.137, 3,2,SP9S1 , end, -60
 2015-04-30 13:56:04.140, 3, 3, SP9S1, start 
 2015-04-30 13:59:06.355, 3,3,SP9S1 , FINISHED TRIAL, -40
 2015-04-30 14:07:56.093, 0, 0, null, start 
 2015-04-30 14:10:13.309, 0,0,null , FINISHED TRIAL, -460
 2015-04-30 14:10:44.655, 3, 0, SP10S1, start 
 2015-04-30 14:14:40.131, 3,0,SP10S1 , end, -60
 2015-04-30 14:14:45.134, 3, 1, SP10S1, start 
 2015-04-30 14:19:08.788, 3,1,SP10S1 , end, -30
 2015-04-30 14:19:13.789, 3, 2, SP10S1, start 
 2015-04-30 14:31:18.796, 3, 3, SP10S1, Time Out! 
 2015-04-30 14:31:18.796, 3, 3, SP10S1, start 
 2015-04-30 14:39:42.232, 3,3,SP10S1 , FINISHED TRIAL, -80
 2015-04-30 14:40:37.228, 1, 0, null, start 
 2015-04-30 14:43:04.338, 1,0,null , end, 180
 2015-04-30 14:43:09.340, 1, 1, null, start 
 2015-04-30 14:44:49.495, 1,1,null , end, 260
 2015-04-30 14:44:54.497, 1, 2, null, start 
 2015-04-30 14:51:36.782, 1,2,null , end, -40
 2015-04-30 14:51:41.784, 1, 3, null, start 
 2015-04-30 14:57:07.484, 1,3,null , FINISHED TRIAL, -20
 2015-05-05 10:12:23.222, 0, 0, SP11S1, start 
 2015-05-05 10:18:48.872, 0,0,SP11S1 , FINISHED TRIAL, -670
 2015-05-05 10:19:27.061, 3, 0, null, start 
 2015-05-05 10:30:04.722, 3,0,null , end, -1200
 2015-05-05 10:30:09.725, 3, 1, null, start 
 2015-05-05 10:37:32.688, 3,1,null , end, -450
 2015-05-05 10:37:37.690, 3, 2, null, start 
 2015-05-05 10:49:42.706, 3, 3, null, Time Out! 
 2015-05-05 10:49:42.706, 3, 3, null, start 
 2015-05-05 14:05:21.316, 0, 0, SP12S1, start 
 2015-05-05 14:06:43.324, 0,0,SP12S1 , FINISHED TRIAL, 40
 2015-05-05 14:07:01.487, 1, 0, null, start 
 2015-05-05 14:08:50.779, 1,0,null , end, 60
 2015-05-05 14:08:55.780, 1, 1, null, start 
 2015-05-05 14:10:24.732, 1,1,null , end, 120
 2015-05-05 14:10:29.733, 1, 2, null, start 
 2015-05-05 14:14:36.354, 1,2,null , end, -180
 2015-05-05 14:14:41.355, 1, 3, null, start 
 2015-05-05 14:20:54.647, 1,3,null , FINISHED TRIAL, -520
 2015-05-05 14:22:51.121, 2, 0, SP12S1, start 
 2015-05-05 14:25:59.648, 2,0,SP12S1 , end, 40
 2015-05-05 14:26:04.649, 2, 1, SP12S1, start 
 2015-05-05 14:28:20.163, 2,1,SP12S1 , end, 80
 2015-05-05 14:28:25.166, 2, 2, SP12S1, start 
 2015-05-05 14:33:50.069, 2,2,SP12S1 , end, -130
 2015-05-05 14:33:55.071, 2, 3, SP12S1, start 
 2015-05-05 14:36:21.282, 2,3,SP12S1 , FINISHED TRIAL, 50
 2015-05-05 14:37:05.616, 3, 0, null, start 
 2015-05-05 14:39:00.339, 3,0,null , end, 190
 2015-05-05 14:39:05.340, 3, 1, null, start 
 2015-05-05 14:42:32.645, 3,1,null , end, -30
 2015-05-05 14:42:37.646, 3, 2, null, start 
 2015-05-05 14:46:37.103, 3,2,null , end, 20
 2015-05-05 14:46:42.105, 3, 3, null, start 
 2015-05-05 14:49:19.719, 3,3,null , FINISHED TRIAL, -80
 2015-05-07 11:05:38.742, 0, 0, SP13S1, start 
 2015-05-07 11:09:44.208, 0,0,SP13S1 , FINISHED TRIAL, -310
 2015-05-07 11:09:59.692, 1, 0, null, start 
 2015-05-07 11:13:31.608, 1,0,null , end, 110
 2015-05-07 11:13:36.612, 1, 1, null, start 
 2015-05-07 11:16:24.317, 1,1,null , end, 120
 2015-05-07 11:16:29.322, 1, 2, null, start 
 2015-05-07 11:22:47.062, 1,2,null , end, -440
 2015-05-07 11:22:52.063, 1, 3, null, start 
 2015-05-07 11:25:30.594, 1,3,null , FINISHED TRIAL, 160
 2015-05-07 11:26:07.221, 2, 0, null, start 
 2015-05-07 11:28:12.872, 2,0,null , end, 200
 2015-05-07 11:28:17.873, 2, 1, null, start 
 2015-05-07 11:30:24.363, 2,1,null , end, 10
 2015-05-07 11:30:29.365, 2, 2, null, start 
 2015-05-07 11:34:50.531, 2,2,null , end, -30
 2015-05-07 11:34:55.534, 2, 3, null, start 
 2015-05-07 11:37:30.411, 2,3,null , FINISHED TRIAL, 150
 2015-05-07 11:38:32.220, 3, 0, SP13S11, start 
 2015-05-07 11:40:29.071, 3,0,SP13S11 , end, 200
